time,altitude,apoapsis,periapsis,speed,pitch,throttle,mass,dynamic_pressure
133.89,51260.71,100577.05,-516352.05,1204.67,16.729644775390625,0.0,166929.25,130.8
134.01,51337.77,100576.48,-516352.03,1204.14,16.73114013671875,0.0,166929.25,129.03
134.11,51430.15,100575.8,-516352.01,1203.5,16.73291015625,0.0,166929.25,126.94
134.23,51507.07,100575.24,-516352.0,1202.97,16.734375,0.0,166929.25,125.22
134.33,51599.29,100574.58,-516351.98,1202.33,16.7362060546875,0.0,166929.25,123.19
134.45,51676.06,100574.04,-516351.97,1201.8,16.73797607421875,0.0,166929.25,121.19
134.57,51783.44,100573.3,-516351.95,1201.06,16.73980712890625,0.0,166929.25,119.22
134.69,51860.06,100572.77,-516351.94,1200.53,16.741302490234375,0.0,166929.25,117.61
134.79,51951.92,100572.16,-516351.93,1199.9,16.7430419921875,0.0,166929.25,115.7
134.91,52028.39,100571.65,-516351.93,1199.37,16.744476318359375,0.0,166929.25,114.13
135.01,52120.08,100571.05,-516351.92,1198.74,16.746246337890625,0.0,166929.25,112.28
135.13,52211.68,100570.47,-516351.91,1198.1,16.747955322265625,0.0,166929.25,110.46
135.25,52287.94,100569.99,-516351.91,1197.58,16.7496337890625,0.0,166929.25,108.67
135.37,52379.37,100569.42,-516351.91,1196.94,16.7513427734375,0.0,166929.25,106.91
135.49,52485.91,100568.76,-516351.9,1196.21,16.75299072265625,0.0,166929.25,105.17
135.61,52577.14,100568.22,-516351.9,1195.58,16.754669189453125,0.0,166929.25,103.47
135.73,52668.27,100567.68,-516351.9,1194.94,16.756378173828125,0.0,166929.25,101.79
135.85,52759.31,100567.15,-516351.91,1194.31,16.758026123046875,0.0,166929.25,100.14
135.97,52850.26,100566.63,-516351.91,1193.69,16.75970458984375,0.0,166929.25,98.52
136.09,52941.12,100566.12,-516351.91,1193.06,16.761383056640625,0.0,166929.25,96.93
136.21,53016.76,100565.7,-516351.92,1192.53,16.7628173828125,0.0,166929.25,95.62
136.31,53107.45,100565.2,-516351.92,1191.9,16.7645263671875,0.0,166929.25,94.07
136.43,53198.04,100564.71,-516351.93,1191.28,16.7662353515625,0.0,166929.25,92.55
136.55,53273.46,100564.31,-516351.94,1190.75,16.767913818359375,0.0,166929.25,91.05
136.67,53363.89,100563.84,-516351.94,1190.13,16.769287109375,0.0,166929.25,89.82
136.77,53454.22,100563.38,-516351.95,1189.5,16.770965576171875,0.0,166929.25,88.37
136.89,53529.43,100563.0,-516351.96,1188.98,16.77239990234375,0.0,166929.25,87.18
136.99,53619.59,100562.55,-516351.97,1188.36,16.77410888671875,0.0,166929.25,85.78
137.11,53709.66,100562.11,-516351.98,1187.73,16.775848388671875,0.0,166929.25,84.39
137.23,53784.65,100561.74,-516351.99,1187.21,16.777252197265625,0.0,166929.25,83.26
137.33,53874.55,100561.32,-516352.0,1186.59,16.7789306640625,0.0,166929.25,81.92
137.45,53949.4,100560.96,-516352.02,1186.07,16.78033447265625,0.0,166929.25,80.82
137.55,54039.13,100560.55,-516352.03,1185.45,16.781951904296875,0.0,166929.25,79.52
137.67,54128.78,100560.14,-516352.04,1184.82,16.783599853515625,0.0,166929.25,78.24
137.79,54218.33,100559.74,-516352.06,1184.2,16.78521728515625,0.0,166929.25,76.98
137.91,54292.88,100559.41,-516352.07,1183.68,16.78656005859375,0.0,166929.25,75.95
138.01,54382.26,100559.02,-516352.09,1183.06,16.788177490234375,0.0,166929.25,74.73
138.13,54471.55,100558.64,-516352.1,1182.44,16.789794921875,0.0,166929.25,73.53
138.25,54560.74,100558.27,-516352.12,1181.82,16.7913818359375,0.0,166929.25,72.35
138.37,54635.0,100557.96,-516352.14,1181.31,16.792755126953125,0.0,166929.25,71.38
138.47,54724.03,100557.59,-516352.15,1180.69,16.79437255859375,0.0,166929.25,70.24
138.59,54798.15,100557.29,-516352.17,1180.17,16.7960205078125,0.0,166929.25,69.11
138.71,54887.01,100556.94,-516352.19,1179.55,16.79766845703125,0.0,166929.25,68.01
138.83,54990.57,100556.54,-516352.21,1178.83,16.79925537109375,0.0,166929.25,66.92
138.95,55079.23,100556.2,-516352.23,1178.22,16.80084228515625,0.0,166929.25,65.85
139.07,55153.04,100555.92,-516352.25,1177.7,16.80242919921875,0.0,166929.25,64.79
139.19,55241.53,100555.59,-516352.27,1177.09,16.803680419921875,0.0,166929.25,63.93
139.29,55315.21,100555.32,-516352.28,1176.58,16.805023193359375,0.0,166929.25,63.08
139.39,55403.53,100555.0,-516352.3,1175.96,16.8065185546875,0.0,166929.25,62.07
139.51,55491.76,100554.69,-516352.32,1175.35,16.80810546875,0.0,166929.25,61.07
139.63,55579.9,100554.38,-516352.34,1174.73,16.80963134765625,0.0,166929.25,60.1
139.75,55667.95,100554.08,-516352.37,1174.12,16.811187744140625,0.0,166929.25,59.13
139.87,55741.26,100553.83,-516352.38,1173.61,16.81243896484375,0.0,166929.25,58.34
139.97,55829.14,100553.53,-516352.41,1173.0,16.813995361328125,0.0,166929.25,57.41
140.09,55902.31,100553.29,-516352.42,1172.49,16.8153076171875,0.0,166929.25,56.64
140.19,55975.41,100553.05,-516352.44,1171.98,16.816650390625,0.0,166929.25,55.88
140.29,56063.04,100552.77,-516352.47,1171.37,16.818206787109375,0.0,166929.25,54.98
140.41,56150.59,100552.5,-516352.49,1170.75,16.81976318359375,0.0,166929.25,54.1
140.53,56223.47,100552.27,-516352.51,1170.25,16.821075439453125,0.0,166929.25,53.37
140.63,56310.85,100552.0,-516352.53,1169.64,16.8226318359375,0.0,166929.25,52.51
140.75,56398.14,100551.74,-516352.56,1169.03,16.82415771484375,0.0,166929.25,51.67
140.87,56470.81,100551.52,-516352.58,1168.52,16.82568359375,0.0,166929.25,50.83
140.99,56557.93,100551.27,-516352.6,1167.91,16.826934814453125,0.0,166929.25,50.14
141.09,56644.96,100551.01,-516352.63,1167.3,16.828460693359375,0.0,166929.25,49.33
141.21,56731.89,100550.77,-516352.65,1166.7,16.829986572265625,0.0,166929.25,48.52
141.33,56818.74,100550.52,-516352.68,1166.09,16.831512451171875,0.0,166929.25,47.73
141.45,56891.04,100550.32,-516352.7,1165.59,16.833038330078125,0.0,166929.25,46.96
141.57,56977.72,100550.09,-516352.73,1164.98,16.834320068359375,0.0,166929.25,46.32
141.67,57049.88,100549.89,-516352.75,1164.47,16.8355712890625,0.0,166929.25,45.68
141.77,57136.39,100549.66,-516352.78,1163.87,16.837127685546875,0.0,166929.25,44.94
141.89,57222.81,100549.44,-516352.81,1163.27,16.838653564453125,0.0,166929.25,44.2
142.01,57294.76,100549.25,-516352.83,1162.76,16.84014892578125,0.0,166929.25,43.48
142.13,57381.01,100549.03,-516352.86,1162.16,16.841400146484375,0.0,166929.25,42.89
142.23,57467.17,100548.81,-516352.89,1161.56,16.842926025390625,0.0,166929.25,42.18
142.35,57553.24,100548.6,-516352.92,1160.95,16.844390869140625,0.0,166929.25,41.47
142.47,57624.9,100548.42,-516352.94,1160.45,16.845611572265625,0.0,166929.25,40.89
142.57,57710.8,100548.22,-516352.97,1159.85,16.84710693359375,0.0,166929.25,40.2
142.69,57796.61,100548.01,-516353.0,1159.25,16.8486328125,0.0,166929.25,39.51
142.81,57882.34,100547.81,-516353.04,1158.65,16.85015869140625,0.0,166929.25,38.84
142.93,57967.97,100547.62,-516353.07,1158.05,16.851654052734375,0.0,166929.25,38.17
143.05,58039.26,100547.45,-516353.09,1157.55,16.853179931640625,0.0,166929.25,37.52
143.17,58124.72,100547.26,-516353.13,1156.95,16.85443115234375,0.0,166929.25,36.98
143.27,58195.87,100547.1,-516353.15,1156.45,16.855621337890625,0.0,166929.25,36.44
143.37,58281.17,100546.92,-516353.19,1155.85,16.857147216796875,0.0,166929.25,35.81
143.49,58352.18,100546.76,-516353.21,1155.35,16.858367919921875,0.0,166929.25,35.29
143.59,58423.13,100546.61,-516353.24,1154.86,16.85955810546875,0.0,166929.25,34.77
143.69,58508.18,100546.43,-516353.28,1154.26,16.860992431640625,0.0,166929.25,34.17
143.81,58593.15,100546.26,-516353.31,1153.66,16.86236572265625,0.0,166929.25,33.57
143.93,58663.88,100546.11,-516353.34,1153.17,16.86358642578125,0.0,166929.25,33.07
144.03,58748.68,100545.94,-516353.37,1152.57,16.864990234375,0.0,166929.25,32.49
144.15,58833.38,100545.77,-516353.41,1151.98,16.866424560546875,0.0,166929.25,31.91
144.27,58903.9,100545.64,-516353.44,1151.48,16.867584228515625,0.0,166929.25,31.44
144.37,58988.44,100545.47,-516353.47,1150.89,16.8690185546875,0.0,166929.25,30.88
144.49,59058.82,100545.34,-516353.5,1150.39,16.870147705078125,0.0,166929.25,30.43
144.59,59143.2,100545.18,-516353.54,1149.8,16.87152099609375,0.0,166929.25,29.88
144.71,59227.48,100545.02,-516353.58,1149.21,16.872894287109375,0.0,166929.25,29.35
144.83,59311.68,100544.87,-516353.61,1148.61,16.874267578125,0.0,166929.25,28.83
144.95,59395.78,100544.72,-516353.65,1148.02,16.87567138671875,0.0,166929.25,28.31
145.07,59479.79,100544.57,-516353.68,1147.43,16.8770751953125,0.0,166929.25,27.8
145.19,59563.71,100544.42,-516353.72,1146.84,16.87847900390625,0.0,166929.25,27.3
145.31,59647.54,100544.28,-516353.76,1146.25,16.879913330078125,0.0,166929.25,26.81
145.43,59717.33,100544.16,-516353.79,1145.76,16.88134765625,0.0,166929.25,26.33
145.55,59801.0,100544.02,-516353.83,1145.17,16.882476806640625,0.0,166929.25,25.93
145.65,59870.65,100543.9,-516353.86,1144.68,16.883697509765625,0.0,166929.25,25.54
145.75,59940.24,100543.79,-516353.89,1144.19,16.88482666015625,0.0,166929.25,25.16
145.85,60023.66,100543.65,-516353.92,1143.6,16.886199951171875,0.0,166929.25,24.7
145.97,60093.11,100543.54,-516353.95,1143.11,16.887359619140625,0.0,166929.25,24.33
146.07,60162.5,100543.43,-516353.99,1142.62,16.888519287109375,0.0,166929.25,23.96
146.17,60245.68,100543.3,-516354.02,1142.03,16.889892578125,0.0,166929.25,23.53
146.29,60328.77,100543.18,-516354.06,1141.45,16.89129638671875,0.0,166929.25,23.11
146.41,60397.95,100543.07,-516354.09,1140.96,16.892486572265625,0.0,166929.25,22.76
146.51,60480.87,100542.95,-516354.13,1140.37,16.89385986328125,0.0,166929.25,22.35
146.63,60549.91,100542.85,-516354.16,1139.89,16.89501953125,0.0,166929.25,22.01
146.73,60618.88,100542.75,-516354.19,1139.4,16.8963623046875,0.0,166929.25,21.61
146.85,60701.57,100542.63,-516354.22,1138.82,16.897552490234375,0.0,166929.25,21.28
146.95,60784.16,100542.51,-516354.26,1138.23,16.89886474609375,0.0,166929.25,20.9
147.07,60852.93,100542.41,-516354.29,1137.75,16.900054931640625,0.0,166929.25,20.58
147.17,60935.36,100542.3,-516354.33,1137.16,16.901397705078125,0.0,166929.25,20.21
147.29,61003.98,100542.21,-516354.36,1136.68,16.902618408203125,0.0,166929.25,19.9
147.39,61086.24,100542.1,-516354.4,1136.1,16.9039306640625,0.0,166929.25,19.54
147.51,61154.73,100542.01,-516354.43,1135.61,16.90509033203125,0.0,166929.25,19.25
147.61,61236.83,100541.9,-516354.46,1135.03,16.90643310546875,0.0,166929.25,18.9
147.73,61305.18,100541.81,-516354.49,1134.55,16.907562255859375,0.0,166929.25,18.62
147.83,61373.46,100541.72,-516354.52,1134.06,16.908660888671875,0.0,166929.25,18.34
147.93,61455.32,100541.62,-516354.56,1133.48,16.910003662109375,0.0,166929.25,18.0
148.05,61523.47,100541.54,-516354.59,1133.0,16.9111328125,0.0,166929.25,17.73
148.15,61591.55,100541.45,-516354.62,1132.52,16.91241455078125,0.0,166929.25,17.41
148.27,61673.17,100541.36,-516354.65,1131.94,16.91351318359375,0.0,166929.25,17.15
148.37,61754.7,100541.26,-516354.69,1131.36,16.914825439453125,0.0,166929.25,16.84
148.49,61836.14,100541.16,-516354.72,1130.79,16.9161376953125,0.0,166929.25,16.54
148.61,61917.49,100541.07,-516354.76,1130.21,16.91741943359375,0.0,166929.25,16.24
148.73,61998.75,100540.98,-516354.79,1129.63,16.918701171875,0.0,166929.25,15.94
148.85,62079.92,100540.88,-516354.82,1129.06,16.91998291015625,0.0,166929.25,15.66
148.97,62147.49,100540.81,-516354.85,1128.58,16.921112060546875,0.0,166929.25,15.42
149.07,62228.49,100540.72,-516354.89,1128.0,16.922393798828125,0.0,166929.25,15.14
149.19,62295.93,100540.65,-516354.91,1127.53,16.92352294921875,0.0,166929.25,14.91
149.29,62376.77,100540.56,-516354.95,1126.95,16.924835205078125,0.0,166929.25,14.64
149.41,62444.07,100540.49,-516354.98,1126.47,16.92596435546875,0.0,166929.25,14.42
149.51,62511.3,100540.42,-516355.0,1126.0,16.927276611328125,0.0,166929.25,14.15
149.63,62591.9,100540.34,-516355.04,1125.42,16.928558349609375,0.0,166929.25,13.89
149.75,62685.82,100540.24,-516355.07,1124.76,16.929840087890625,0.0,166929.25,13.62
149.87,62766.23,100540.16,-516355.11,1124.19,16.931121826171875,0.0,166929.25,13.36
149.99,62846.54,100540.09,-516355.14,1123.61,16.932403564453125,0.0,166929.25,13.1
150.11,62913.41,100540.02,-516355.16,1123.14,16.933441162109375,0.0,166929.25,12.89
150.21,62980.2,100539.96,-516355.19,1122.66,16.934539794921875,0.0,166929.25,12.68
150.31,63060.28,100539.88,-516355.22,1122.09,16.93585205078125,0.0,166929.25,12.42
150.43,63140.27,100539.81,-516355.25,1121.52,16.9371337890625,0.0,166929.25,12.17
150.55,63206.86,100539.75,-516355.28,1121.05,16.93817138671875,0.0,166929.25,11.97
150.65,63286.68,100539.68,-516355.31,1120.48,16.939453125,0.0,166929.25,11.72
150.77,63353.13,100539.62,-516355.33,1120.01,16.940521240234375,0.0,166929.25,11.52
150.87,63419.52,100539.56,-516355.36,1119.54,16.9415283203125,0.0,166929.25,11.31
150.97,63499.1,100539.49,-516355.39,1118.97,16.942779541015625,0.0,166929.25,11.07
151.09,63565.35,100539.44,-516355.41,1118.5,16.943817138671875,0.0,166929.25,10.87
151.19,63644.77,100539.37,-516355.44,1117.93,16.945037841796875,0.0,166929.25,10.64
151.31,63724.1,100539.31,-516355.47,1117.37,16.9462890625,0.0,166929.25,10.4
151.43,63790.14,100539.25,-516355.49,1116.9,16.947296142578125,0.0,166929.25,10.21
151.53,63869.31,100539.19,-516355.52,1116.33,16.948516845703125,0.0,166929.25,9.98
151.65,63935.21,100539.14,-516355.54,1115.86,16.9495849609375,0.0,166929.25,9.79
151.75,64014.22,100539.08,-516355.57,1115.3,16.9508056640625,0.0,166929.25,9.56
151.87,64093.13,100539.02,-516355.59,1114.73,16.9520263671875,0.0,166929.25,9.34
151.99,64171.95,100538.96,-516355.62,1114.17,16.953216552734375,0.0,166929.25,9.12
152.11,64237.57,100538.91,-516355.64,1113.7,16.95416259765625,0.0,166929.25,8.94
152.21,64303.13,100538.87,-516355.66,1113.23,16.955169677734375,0.0,166929.25,8.76
152.31,64381.71,100538.81,-516355.69,1112.67,16.95635986328125,0.0,166929.25,8.54
152.43,64447.13,100538.77,-516355.71,1112.21,16.957366943359375,0.0,166929.25,8.37
152.53,64525.55,100538.71,-516355.73,1111.64,16.95855712890625,0.0,166929.25,8.15
152.65,64590.83,100538.67,-516355.75,1111.18,16.959625244140625,0.0,166929.25,7.98
152.75,64669.09,100538.62,-516355.78,1110.62,16.9608154296875,0.0,166929.25,7.78
152.87,64747.26,100538.57,-516355.8,1110.06,16.9620361328125,0.0,166929.25,7.57
152.99,64812.33,100538.53,-516355.82,1109.59,16.9630126953125,0.0,166929.25,7.4
153.09,64890.34,100538.48,-516355.84,1109.04,16.964202880859375,0.0,166929.25,7.2
153.21,64968.25,100538.43,-516355.87,1108.48,16.965423583984375,0.0,166929.25,7.01
153.33,65033.11,100538.39,-516355.88,1108.01,16.9664306640625,0.0,166929.25,6.84
153.43,65110.87,100538.35,-516355.91,1107.46,16.967681884765625,0.0,166929.25,6.65
153.55,65188.53,100538.3,-516355.93,1106.9,16.968841552734375,0.0,166929.25,6.46
153.67,65266.1,100538.26,-516355.95,1106.34,16.970123291015625,0.0,166929.25,6.27
153.79,65343.59,100538.22,-516355.97,1105.79,16.971282958984375,0.0,166929.25,6.09
153.91,65420.98,100538.17,-516355.99,1105.23,16.97247314453125,0.0,166929.25,5.9
154.03,65498.29,100538.13,-516356.01,1104.68,16.973663330078125,0.0,166929.25,5.72
154.15,65549.78,100538.11,-516356.02,1104.31,16.974456787109375,0.0,166929.25,5.61
154.25,65626.93,100538.07,-516356.04,1103.76,16.975616455078125,0.0,166929.25,5.43
154.35,65665.48,100538.05,-516356.05,1103.48,16.976165771484375,0.0,166929.25,5.34
154.46,65768.16,100538.0,-516356.07,1102.74,16.977752685546875,0.0,166929.25,5.11
154.57,65845.06,100537.96,-516356.09,1102.19,16.97894287109375,0.0,166929.25,4.94
154.69,65909.08,100537.93,-516356.1,1101.73,16.979949951171875,0.0,166929.25,4.8
154.79,65985.83,100537.89,-516356.12,1101.18,16.981109619140625,0.0,166929.25,4.64
154.91,66062.48,100537.86,-516356.13,1100.63,16.98223876953125,0.0,166929.25,4.48
155.03,66126.29,100537.83,-516356.15,1100.17,16.983154296875,0.0,166929.25,4.34
155.13,66190.04,100537.8,-516356.16,1099.71,16.984130859375,0.0,166929.25,4.21
155.23,66266.46,100537.77,-516356.18,1099.16,16.985260009765625,0.0,166929.25,4.06
155.35,66330.07,100537.75,-516356.19,1098.71,16.9862060546875,0.0,166929.25,3.93
155.45,66406.32,100537.72,-516356.2,1098.16,16.987335205078125,0.0,166929.25,3.78
155.57,66482.49,100537.68,-516356.22,1097.61,16.988525390625,0.0,166929.25,3.63
155.69,66545.89,100537.66,-516356.23,1097.15,16.989501953125,0.0,166929.25,3.51
155.79,66609.23,100537.64,-516356.24,1096.7,16.990631103515625,0.0,166929.25,3.37
155.91,66697.8,100537.6,-516356.25,1096.06,16.991790771484375,0.0,166929.25,3.23
156.03,66761.0,100537.58,-516356.27,1095.61,16.992889404296875,0.0,166929.25,3.09
156.15,66836.75,100537.55,-516356.28,1095.06,16.99395751953125,0.0,166929.25,2.96
156.27,66925.01,100537.52,-516356.29,1094.42,16.99505615234375,0.0,166929.25,2.83
156.39,67000.57,100537.5,-516356.3,1093.88,16.99615478515625,0.0,166929.25,2.7
156.51,67063.47,100537.48,-516356.31,1093.43,16.997283935546875,0.0,166929.25,2.57
156.63,67138.86,100537.45,-516356.32,1092.88,16.9981689453125,0.0,166929.25,2.47
156.73,67214.17,100537.43,-516356.34,1092.34,16.999267578125,0.0,166929.25,2.35
156.85,67289.39,100537.4,-516356.35,1091.8,17.000396728515625,0.0,166929.25,2.23
156.97,67364.52,100537.38,-516356.36,1091.26,17.00146484375,0.0,166929.25,2.11
157.09,67439.56,100537.36,-516356.37,1090.71,17.002593994140625,0.0,166929.25,2.0
157.21,67514.51,100537.34,-516356.38,1090.17,17.003631591796875,0.0,166929.25,1.89
157.33,67589.37,100537.32,-516356.38,1089.63,17.00469970703125,0.0,166929.25,1.79
157.45,67664.15,100537.29,-516356.39,1089.09,17.005767822265625,0.0,166929.25,1.68
157.57,67726.39,100537.28,-516356.4,1088.64,17.006683349609375,0.0,166929.25,1.6
157.67,67801.0,100537.26,-516356.41,1088.1,17.00775146484375,0.0,166929.25,1.5
157.79,67875.53,100537.24,-516356.42,1087.56,17.00885009765625,0.0,166929.25,1.4
157.91,67949.96,100537.22,-516356.42,1087.03,17.009979248046875,0.0,166929.25,1.31
158.03,68011.93,100537.2,-516356.43,1086.58,17.011016845703125,0.0,166929.25,1.22
158.15,68086.2,100537.19,-516356.44,1086.04,17.01190185546875,0.0,166929.25,1.15
158.25,68160.39,100537.17,-516356.44,1085.5,17.01300048828125,0.0,166929.25,1.07
158.37,68222.14,100537.15,-516356.45,1085.06,17.013946533203125,0.0,166929.25,1.0
158.47,68296.16,100537.14,-516356.46,1084.52,17.0150146484375,0.0,166929.25,0.92
158.59,68370.1,100537.12,-516356.46,1083.99,17.01611328125,0.0,166929.25,0.85
158.71,68431.64,100537.11,-516356.47,1083.54,17.01702880859375,0.0,166929.25,0.78
158.81,68493.12,100537.09,-516356.47,1083.09,17.017974853515625,0.0,166929.25,0.73
158.91,68566.82,100537.08,-516356.48,1082.56,17.019073486328125,0.0,166929.25,0.66
159.03,68640.43,100537.06,-516356.48,1082.03,17.02020263671875,0.0,166929.25,0.6
159.15,68701.71,100537.05,-516356.48,1081.58,17.021270751953125,0.0,166929.25,0.54
159.27,68775.16,100537.04,-516356.49,1081.05,17.022186279296875,0.0,166929.25,0.49
159.37,68848.52,100537.02,-516356.49,1080.52,17.023223876953125,0.0,166929.25,0.43
159.49,68921.79,100537.01,-516356.5,1079.99,17.02435302734375,0.0,166929.25,0.38
159.61,68982.78,100537.0,-516356.5,1079.54,17.025360107421875,0.0,166929.25,0.33
159.73,69068.07,100536.98,-516356.5,1078.92,17.026397705078125,0.0,166929.25,0.29
159.85,69141.07,100536.97,-516356.51,1078.39,17.02740478515625,0.0,166929.25,0.24
159.97,69213.99,100536.96,-516356.51,1077.87,17.0284423828125,0.0,166929.25,0.21
160.09,69274.69,100536.95,-516356.51,1077.42,17.029449462890625,0.0,166929.25,0.17
160.21,69347.45,100536.93,-516356.51,1076.9,17.03033447265625,0.0,166929.25,0.14
160.31,69420.12,100536.92,-516356.51,1076.37,17.0313720703125,0.0,166929.25,0.11
160.43,69492.7,100536.91,-516356.52,1075.84,17.032440185546875,0.0,166929.25,0.09
160.55,69553.12,100536.9,-516356.52,1075.4,17.033294677734375,0.0,166929.25,0.07
160.65,69625.53,100536.89,-516356.52,1074.87,17.034332275390625,0.0,166929.25,0.05
160.77,69697.87,100536.88,-516356.52,1074.35,17.035369873046875,0.0,166929.25,0.03
160.89,69770.11,100536.86,-516356.52,1073.82,17.03643798828125,0.0,166929.25,0.02
161.01,69842.26,100536.85,-516356.52,1073.3,17.037506103515625,0.0,166929.25,0.01
161.13,69914.33,100536.84,-516356.53,1072.77,17.03857421875,0.0,166929.25,0.0
161.25,69974.32,100536.83,-516356.53,1072.33,17.039398193359375,0.0,166929.25,0.0
161.35,70046.23,100536.82,-516356.53,1071.81,17.04046630859375,0.0,166929.25,0.0
161.47,70118.06,100536.82,-516356.53,1071.29,17.0413818359375,0.0,166929.25,0.0
161.59,70189.79,100536.82,-516356.53,1070.76,17.042449951171875,0.0,166929.25,0.0
161.71,70261.44,100536.82,-516356.53,1070.24,17.04339599609375,0.0,166929.25,0.0
161.83,70333.01,100536.82,-516356.53,1069.72,17.04443359375,0.0,166929.25,0.0
161.95,70404.48,100536.82,-516356.53,1069.2,17.04541015625,0.0,166929.25,0.0
162.07,70463.98,100536.82,-516356.53,1068.76,17.046295166015625,0.0,166929.25,0.0
162.17,70535.29,100536.82,-516356.53,1068.24,17.04730224609375,0.0,166929.25,0.0
162.29,70594.65,100536.82,-516356.53,1067.81,17.04833984375,0.0,166929.25,0.0
162.41,70677.65,100536.82,-516356.53,1067.2,17.04931640625,0.0,166929.25,0.0
162.53,70736.87,100536.82,-516356.53,1066.77,17.05029296875,0.0,166929.25,0.0
162.65,70807.84,100536.82,-516356.53,1066.25,17.051116943359375,0.0,166929.25,0.0
162.75,70866.92,100536.82,-516356.53,1065.82,17.0518798828125,0.0,166929.25,0.0
162.85,70937.74,100536.82,-516356.53,1065.3,17.052886962890625,0.0,166929.25,0.0
162.97,70996.68,100536.82,-516356.53,1064.87,17.0537109375,0.0,166929.25,0.0
163.07,71067.34,100536.82,-516356.53,1064.36,17.0546875,0.0,166929.25,0.0
163.19,71126.15,100536.82,-516356.53,1063.93,17.055511474609375,0.0,166929.25,0.0
163.29,71196.64,100536.82,-516356.53,1063.41,17.056488037109375,0.0,166929.25,0.0
163.41,71267.05,100536.82,-516356.53,1062.89,17.0574951171875,0.0,166929.25,0.0
163.53,71337.37,100536.82,-516356.53,1062.38,17.0584716796875,0.0,166929.25,0.0
163.65,71395.9,100536.82,-516356.53,1061.95,17.059326171875,0.0,166929.25,0.0
163.75,71466.06,100536.82,-516356.53,1061.44,17.060333251953125,0.0,166929.25,0.0
163.87,71536.13,100536.82,-516356.53,1060.92,17.061309814453125,0.0,166929.25,0.0
163.99,71594.45,100536.82,-516356.53,1060.5,17.0621337890625,0.0,166929.25,0.0
164.09,71664.36,100536.82,-516356.53,1059.98,17.063079833984375,0.0,166929.25,0.0
164.21,71722.55,100536.82,-516356.53,1059.56,17.063934326171875,0.0,166929.25,0.0
164.31,71780.68,100536.82,-516356.53,1059.13,17.064697265625,0.0,166929.25,0.0
164.41,71850.36,100536.82,-516356.53,1058.62,17.065704345703125,0.0,166929.25,0.0
164.53,71908.35,100536.82,-516356.53,1058.19,17.066497802734375,0.0,166929.25,0.0
164.63,71977.87,100536.82,-516356.53,1057.68,17.067413330078125,0.0,166929.25,0.0
164.75,72047.29,100536.82,-516356.53,1057.17,17.068359375,0.0,166929.25,0.0
164.87,72116.63,100536.82,-516356.53,1056.67,17.069305419921875,0.0,166929.25,0.0
164.99,72174.35,100536.82,-516356.53,1056.24,17.070068359375,0.0,166929.25,0.0
165.09,72243.53,100536.82,-516356.53,1055.73,17.07098388671875,0.0,166929.25,0.0
165.21,72312.62,100536.82,-516356.53,1055.23,17.0718994140625,0.0,166929.25,0.0
165.33,72370.13,100536.82,-516356.53,1054.8,17.07281494140625,0.0,166929.25,0.0
165.45,72439.06,100536.82,-516356.53,1054.3,17.0736083984375,0.0,166929.25,0.0
165.55,72507.9,100536.82,-516356.53,1053.79,17.074554443359375,0.0,166929.25,0.0
165.67,72576.66,100536.82,-516356.53,1053.28,17.07550048828125,0.0,166929.25,0.0
165.79,72645.33,100536.82,-516356.53,1052.78,17.076446533203125,0.0,166929.25,0.0
165.91,72702.48,100536.82,-516356.53,1052.36,17.07720947265625,0.0,166929.25,0.0
166.01,72770.99,100536.82,-516356.53,1051.85,17.078155517578125,0.0,166929.25,0.0
166.13,72828.02,100536.82,-516356.53,1051.43,17.078948974609375,0.0,166929.25,0.0
166.23,72896.36,100536.82,-516356.53,1050.93,17.07989501953125,0.0,166929.25,0.0
166.35,72964.63,100536.82,-516356.53,1050.43,17.080841064453125,0.0,166929.25,0.0
166.47,73021.44,100536.82,-516356.53,1050.01,17.08160400390625,0.0,166929.25,0.0
166.57,73078.2,100536.82,-516356.53,1049.59,17.082366943359375,0.0,166929.25,0.0
166.67,73146.23,100536.82,-516356.53,1049.09,17.083282470703125,0.0,166929.25,0.0
166.79,73214.17,100536.82,-516356.53,1048.59,17.084197998046875,0.0,166929.25,0.0
166.91,73282.02,100536.82,-516356.53,1048.09,17.085113525390625,0.0,166929.25,0.0
167.03,73338.5,100536.82,-516356.53,1047.67,17.08587646484375,0.0,166929.25,0.0
167.13,73406.19,100536.82,-516356.53,1047.17,17.086761474609375,0.0,166929.25,0.0
167.25,73473.8,100536.82,-516356.53,1046.67,17.08770751953125,0.0,166929.25,0.0
167.37,73541.32,100536.82,-516356.53,1046.17,17.088592529296875,0.0,166929.25,0.0
167.49,73608.75,100536.82,-516356.53,1045.67,17.089508056640625,0.0,166929.25,0.0
167.61,73676.09,100536.82,-516356.53,1045.18,17.09039306640625,0.0,166929.25,0.0
167.73,73743.35,100536.82,-516356.53,1044.68,17.09130859375,0.0,166929.25,0.0
167.85,73810.52,100536.82,-516356.53,1044.18,17.092193603515625,0.0,166929.25,0.0
167.97,73866.43,100536.82,-516356.53,1043.77,17.09295654296875,0.0,166929.25,0.0
168.07,73922.28,100536.82,-516356.53,1043.36,17.093658447265625,0.0,166929.25,0.0
168.17,73978.06,100536.82,-516356.53,1042.94,17.094573974609375,0.0,166929.25,0.0
168.29,74056.06,100536.82,-516356.53,1042.37,17.09539794921875,0.0,166929.25,0.0
