time,altitude,apoapsis,periapsis,speed,pitch,throttle,mass,dynamic_pressure
168.41,74111.71,100536.82,-516356.53,1041.95,17.096160888671875,0.0,166929.25,0.0
168.51,74167.29,100536.82,-516356.53,1041.54,17.09686279296875,0.0,166929.25,0.0
168.61,74233.91,100536.82,-516356.53,1041.05,17.097808837890625,0.0,166929.25,0.0
168.73,74289.35,100536.82,-516356.53,1040.64,17.0986328125,0.0,166929.25,0.0
168.85,74355.81,100536.82,-516356.53,1040.15,17.0994873046875,0.0,166929.25,0.0
168.97,74422.18,100536.82,-516356.53,1039.65,17.100250244140625,0.0,166929.25,0.0
169.07,74488.47,100536.82,-516356.53,1039.16,17.101104736328125,0.0,166929.25,0.0
169.19,74543.64,100536.82,-516356.53,1038.75,17.101806640625,0.0,166929.25,0.0
169.29,74609.76,100536.82,-516356.53,1038.26,17.1026611328125,0.0,166929.25,0.0
169.41,74675.8,100536.82,-516356.53,1037.77,17.103515625,0.0,166929.25,0.0
169.53,74741.75,100536.82,-516356.53,1037.28,17.1043701171875,0.0,166929.25,0.0
169.65,74807.62,100536.82,-516356.53,1036.79,17.105224609375,0.0,166929.25,0.0
169.77,74873.39,100536.82,-516356.53,1036.31,17.106109619140625,0.0,166929.25,0.0
169.89,74939.08,100536.82,-516356.53,1035.82,17.10699462890625,0.0,166929.25,0.0
170.01,75004.69,100536.82,-516356.53,1035.33,17.107818603515625,0.0,166929.25,0.0
170.13,75059.29,100536.82,-516356.53,1034.92,17.1085205078125,0.0,166929.25,0.0
170.23,75124.73,100536.82,-516356.53,1034.44,17.109375,0.0,166929.25,0.0
170.35,75190.09,100536.82,-516356.53,1033.95,17.110198974609375,0.0,166929.25,0.0
170.47,75255.36,100536.82,-516356.53,1033.47,17.111083984375,0.0,166929.25,0.0
170.59,75320.55,100536.82,-516356.53,1032.98,17.11187744140625,0.0,166929.25,0.0
170.71,75385.64,100536.82,-516356.53,1032.5,17.11273193359375,0.0,166929.25,0.0
170.83,75450.65,100536.82,-516356.53,1032.01,17.113555908203125,0.0,166929.25,0.0
170.95,75515.57,100536.82,-516356.53,1031.53,17.1143798828125,0.0,166929.25,0.0
171.07,75580.41,100536.82,-516356.53,1031.05,17.115203857421875,0.0,166929.25,0.0
171.19,75634.37,100536.82,-516356.53,1030.64,17.116058349609375,0.0,166929.25,0.0
171.31,75699.05,100536.82,-516356.53,1030.16,17.116729736328125,0.0,166929.25,0.0
171.41,75763.64,100536.82,-516356.53,1029.68,17.117584228515625,0.0,166929.25,0.0
171.53,75817.4,100536.82,-516356.53,1029.28,17.1182861328125,0.0,166929.25,0.0
171.63,75881.83,100536.82,-516356.53,1028.8,17.11907958984375,0.0,166929.25,0.0
171.75,75946.18,100536.82,-516356.53,1028.32,17.119873046875,0.0,166929.25,0.0
171.87,76010.43,100536.82,-516356.53,1027.84,17.1207275390625,0.0,166929.25,0.0
171.99,76074.6,100536.82,-516356.53,1027.36,17.12152099609375,0.0,166929.25,0.0
172.11,76128.01,100536.82,-516356.53,1026.96,17.122161865234375,0.0,166929.25,0.0
172.21,76181.36,100536.82,-516356.53,1026.56,17.12286376953125,0.0,166929.25,0.0
172.31,76245.3,100536.82,-516356.53,1026.09,17.12359619140625,0.0,166929.25,0.0
172.43,76309.16,100536.82,-516356.53,1025.61,17.1243896484375,0.0,166929.25,0.0
172.55,76372.92,100536.82,-516356.53,1025.13,17.12518310546875,0.0,166929.25,0.0
172.67,76436.6,100536.82,-516356.53,1024.66,17.1259765625,0.0,166929.25,0.0
172.79,76500.2,100536.82,-516356.53,1024.18,17.12677001953125,0.0,166929.25,0.0
172.91,76553.13,100536.82,-516356.53,1023.79,17.1275634765625,0.0,166929.25,0.0
173.03,76627.13,100536.82,-516356.53,1023.23,17.128326416015625,0.0,166929.25,0.0
173.15,76690.46,100536.82,-516356.53,1022.76,17.12908935546875,0.0,166929.25,0.0
173.27,76753.71,100536.82,-516356.53,1022.29,17.1298828125,0.0,166929.25,0.0
173.39,76806.35,100536.82,-516356.53,1021.89,17.130523681640625,0.0,166929.25,0.0
173.49,76869.44,100536.82,-516356.53,1021.42,17.131317138671875,0.0,166929.25,0.0
173.61,76932.44,100536.82,-516356.53,1020.95,17.132110595703125,0.0,166929.25,0.0
173.73,76984.87,100536.82,-516356.53,1020.55,17.132781982421875,0.0,166929.25,0.0
173.83,77037.25,100536.82,-516356.53,1020.16,17.1334228515625,0.0,166929.25,0.0
173.93,77100.02,100536.82,-516356.53,1019.69,17.13421630859375,0.0,166929.25,0.0
174.05,77162.71,100536.82,-516356.53,1019.22,17.135009765625,0.0,166929.25,0.0
174.17,77214.88,100536.82,-516356.53,1018.83,17.135650634765625,0.0,166929.25,0.0
174.27,77277.41,100536.82,-516356.53,1018.36,17.136383056640625,0.0,166929.25,0.0
174.39,77329.44,100536.82,-516356.53,1017.97,17.136993408203125,0.0,166929.25,0.0
174.49,77391.81,100536.82,-516356.53,1017.5,17.1376953125,0.0,166929.25,0.0
174.61,77454.1,100536.82,-516356.53,1017.03,17.138458251953125,0.0,166929.25,0.0
174.73,77505.93,100536.82,-516356.53,1016.64,17.13909912109375,0.0,166929.25,0.0
174.83,77568.05,100536.82,-516356.53,1016.18,17.139862060546875,0.0,166929.25,0.0
174.95,77630.09,100536.82,-516356.53,1015.71,17.140625,0.0,166929.25,0.0
175.07,77681.72,100536.82,-516356.53,1015.32,17.1412353515625,0.0,166929.25,0.0
175.17,77743.6,100536.82,-516356.53,1014.86,17.1419677734375,0.0,166929.25,0.0
175.29,77805.4,100536.82,-516356.53,1014.39,17.14263916015625,0.0,166929.25,0.0
175.41,77867.1,100536.82,-516356.53,1013.93,17.143341064453125,0.0,166929.25,0.0
175.53,77928.72,100536.82,-516356.53,1013.47,17.14404296875,0.0,166929.25,0.0
175.65,77990.26,100536.82,-516356.53,1013.0,17.144744873046875,0.0,166929.25,0.0
175.77,78041.47,100536.82,-516356.53,1012.62,17.145355224609375,0.0,166929.25,0.0
175.87,78102.85,100536.82,-516356.53,1012.15,17.146087646484375,0.0,166929.25,0.0
175.99,78164.13,100536.82,-516356.53,1011.69,17.146820068359375,0.0,166929.25,0.0
176.11,78215.14,100536.82,-516356.53,1011.31,17.147430419921875,0.0,166929.25,0.0
176.21,78276.28,100536.82,-516356.53,1010.85,17.148193359375,0.0,166929.25,0.0
176.33,78337.32,100536.82,-516356.53,1010.39,17.14892578125,0.0,166929.25,0.0
176.45,78388.13,100536.82,-516356.53,1010.0,17.149658203125,0.0,166929.25,0.0
176.57,78449.01,100536.82,-516356.53,1009.55,17.1502685546875,0.0,166929.25,0.0
176.67,78499.69,100536.82,-516356.53,1009.16,17.150848388671875,0.0,166929.25,0.0
176.77,78560.42,100536.82,-516356.53,1008.71,17.15155029296875,0.0,166929.25,0.0
176.89,78610.96,100536.82,-516356.53,1008.32,17.15216064453125,0.0,166929.25,0.0
176.99,78671.53,100536.82,-516356.53,1007.87,17.15289306640625,0.0,166929.25,0.0
177.11,78732.02,100536.82,-516356.53,1007.41,17.15362548828125,0.0,166929.25,0.0
177.23,78792.42,100536.82,-516356.53,1006.95,17.15435791015625,0.0,166929.25,0.0
177.35,78852.73,100536.82,-516356.53,1006.5,17.15509033203125,0.0,166929.25,0.0
177.47,78902.92,100536.82,-516356.53,1006.12,17.1556396484375,0.0,166929.25,0.0
177.57,78963.08,100536.82,-516356.53,1005.66,17.156280517578125,0.0,166929.25,0.0
177.69,79013.14,100536.82,-516356.53,1005.29,17.156829833984375,0.0,166929.25,0.0
177.79,79073.14,100536.82,-516356.53,1004.83,17.157470703125,0.0,166929.25,0.0
177.91,79123.07,100536.82,-516356.53,1004.45,17.15802001953125,0.0,166929.25,0.0
178.01,79182.92,100536.82,-516356.53,1004.0,17.15869140625,0.0,166929.25,0.0
178.13,79232.72,100536.82,-516356.53,1003.62,17.15924072265625,0.0,166929.25,0.0
178.23,79292.4,100536.82,-516356.53,1003.17,17.159881591796875,0.0,166929.25,0.0
178.35,79342.07,100536.82,-516356.53,1002.8,17.160430908203125,0.0,166929.25,0.0
178.45,79401.59,100536.82,-516356.53,1002.35,17.16107177734375,0.0,166929.25,0.0
178.57,79461.03,100536.82,-516356.53,1001.89,17.161773681640625,0.0,166929.25,0.0
178.69,79520.39,100536.82,-516356.53,1001.44,17.162384033203125,0.0,166929.25,0.0
178.81,79569.78,100536.82,-516356.53,1001.07,17.162994384765625,0.0,166929.25,0.0
178.91,79628.98,100536.82,-516356.53,1000.62,17.163665771484375,0.0,166929.25,0.0
179.03,79688.09,100536.82,-516356.53,1000.17,17.164337158203125,0.0,166929.25,0.0
179.15,79737.28,100536.82,-516356.53,999.8,17.1650390625,0.0,166929.25,0.0
179.27,79796.23,100536.82,-516356.53,999.35,17.16558837890625,0.0,166929.25,0.0
179.37,79855.1,100536.82,-516356.53,998.91,17.166259765625,0.0,166929.25,0.0
179.49,79913.88,100536.82,-516356.53,998.46,17.16693115234375,0.0,166929.25,0.0
179.61,79962.8,100536.82,-516356.53,998.09,17.16748046875,0.0,166929.25,0.0
179.71,80021.42,100536.82,-516356.53,997.64,17.1680908203125,0.0,166929.25,0.0
179.83,80079.96,100536.82,-516356.53,997.2,17.16876220703125,0.0,166929.25,0.0
179.95,80128.67,100536.82,-516356.53,996.83,17.16937255859375,0.0,166929.25,0.0
180.07,80187.05,100536.82,-516356.53,996.38,17.169891357421875,0.0,166929.25,0.0
180.17,80245.35,100536.82,-516356.53,995.94,17.170501708984375,0.0,166929.25,0.0
180.29,80303.56,100536.82,-516356.53,995.5,17.171173095703125,0.0,166929.25,0.0
180.41,80361.68,100536.82,-516356.53,995.06,17.171722412109375,0.0,166929.25,0.0
180.53,80410.05,100536.82,-516356.53,994.69,17.172332763671875,0.0,166929.25,0.0
180.63,80468.02,100536.82,-516356.53,994.25,17.172943115234375,0.0,166929.25,0.0
180.75,80516.26,100536.82,-516356.53,993.88,17.173492431640625,0.0,166929.25,0.0
180.85,80574.06,100536.82,-516356.53,993.44,17.174163818359375,0.0,166929.25,0.0
180.97,80631.79,100536.82,-516356.53,993.0,17.1748046875,0.0,166929.25,0.0
181.09,80689.42,100536.82,-516356.53,992.56,17.175445556640625,0.0,166929.25,0.0
181.21,80746.98,100536.82,-516356.53,992.12,17.17608642578125,0.0,166929.25,0.0
181.33,80804.44,100536.82,-516356.53,991.68,17.17669677734375,0.0,166929.25,0.0
181.45,80861.82,100536.82,-516356.53,991.25,17.1773681640625,0.0,166929.25,0.0
181.57,80919.12,100536.82,-516356.53,990.81,17.177978515625,0.0,166929.25,0.0
181.69,80976.33,100536.82,-516356.53,990.37,17.1785888671875,0.0,166929.25,0.0
181.81,81023.93,100536.82,-516356.53,990.01,17.1790771484375,0.0,166929.25,0.0
181.91,81071.48,100536.82,-516356.53,989.65,17.1795654296875,0.0,166929.25,0.0
182.01,81128.47,100536.82,-516356.53,989.21,17.180145263671875,0.0,166929.25,0.0
182.13,81185.36,100536.82,-516356.53,988.78,17.18072509765625,0.0,166929.25,0.0
182.25,81232.71,100536.82,-516356.53,988.41,17.181365966796875,0.0,166929.25,0.0
182.37,81289.45,100536.82,-516356.53,987.98,17.181976318359375,0.0,166929.25,0.0
182.49,81346.1,100536.82,-516356.53,987.55,17.1824951171875,0.0,166929.25,0.0
182.59,81402.67,100536.82,-516356.53,987.12,17.183074951171875,0.0,166929.25,0.0
182.71,81449.74,100536.82,-516356.53,986.76,17.183685302734375,0.0,166929.25,0.0
182.83,81506.15,100536.82,-516356.53,986.32,17.18426513671875,0.0,166929.25,0.0
182.95,81571.86,100536.82,-516356.53,985.82,17.184906005859375,0.0,166929.25,0.0
183.07,81618.72,100536.82,-516356.53,985.46,17.185333251953125,0.0,166929.25,0.0
183.17,81674.87,100536.82,-516356.53,985.03,17.18597412109375,0.0,166929.25,0.0
183.29,81721.6,100536.82,-516356.53,984.67,17.186553955078125,0.0,166929.25,0.0
183.41,81777.6,100536.82,-516356.53,984.25,17.18707275390625,0.0,166929.25,0.0
183.51,81824.2,100536.82,-516356.53,983.89,17.18756103515625,0.0,166929.25,0.0
183.61,81880.04,100536.82,-516356.53,983.46,17.1881103515625,0.0,166929.25,0.0
183.73,81935.79,100536.82,-516356.53,983.03,17.188720703125,0.0,166929.25,0.0
183.85,81991.46,100536.82,-516356.53,982.61,17.1893310546875,0.0,166929.25,0.0
183.97,82047.05,100536.82,-516356.53,982.18,17.189910888671875,0.0,166929.25,0.0
184.09,82102.55,100536.82,-516356.53,981.75,17.19049072265625,0.0,166929.25,0.0
184.21,82157.96,100536.82,-516356.53,981.33,17.191009521484375,0.0,166929.25,0.0
184.33,82204.08,100536.82,-516356.53,980.98,17.191497802734375,0.0,166929.25,0.0
184.43,82250.13,100536.82,-516356.53,980.62,17.19189453125,0.0,166929.25,0.0
184.53,82305.32,100536.82,-516356.53,980.2,17.1923828125,0.0,166929.25,0.0
184.65,82351.24,100536.82,-516356.53,979.85,17.192901611328125,0.0,166929.25,0.0
184.77,82406.27,100536.82,-516356.53,979.42,17.193359375,0.0,166929.25,0.0
184.87,82461.22,100536.82,-516356.53,979.0,17.193939208984375,0.0,166929.25,0.0
184.99,82516.07,100536.82,-516356.53,978.58,17.194427490234375,0.0,166929.25,0.0
185.11,82570.85,100536.82,-516356.53,978.16,17.19500732421875,0.0,166929.25,0.0
185.23,82616.43,100536.82,-516356.53,977.81,17.1954345703125,0.0,166929.25,0.0
185.33,82671.05,100536.82,-516356.53,977.39,17.196014404296875,0.0,166929.25,0.0
185.45,82716.5,100536.82,-516356.53,977.04,17.19647216796875,0.0,166929.25,0.0
185.55,82761.89,100536.82,-516356.53,976.69,17.19696044921875,0.0,166929.25,0.0
185.65,82807.22,100536.82,-516356.53,976.34,17.197540283203125,0.0,166929.25,0.0
185.77,82870.58,100536.82,-516356.53,975.85,17.198150634765625,0.0,166929.25,0.0
185.89,82924.8,100536.82,-516356.53,975.43,17.19873046875,0.0,166929.25,0.0
186.01,82978.94,100536.82,-516356.53,975.02,17.199371337890625,0.0,166929.25,0.0
186.13,83032.99,100536.82,-516356.53,974.6,17.199951171875,0.0,166929.25,0.0
186.25,83086.95,100536.82,-516356.53,974.18,17.20050048828125,0.0,166929.25,0.0
186.37,83131.86,100536.82,-516356.53,973.84,17.201019287109375,0.0,166929.25,0.0
186.47,83185.67,100536.82,-516356.53,973.42,17.20159912109375,0.0,166929.25,0.0
186.59,83230.44,100536.82,-516356.53,973.08,17.20208740234375,0.0,166929.25,0.0
186.69,83284.1,100536.82,-516356.53,972.66,17.202667236328125,0.0,166929.25,0.0
186.81,83328.74,100536.82,-516356.53,972.32,17.2032470703125,0.0,166929.25,0.0
186.93,83391.15,100536.82,-516356.53,971.84,17.203826904296875,0.0,166929.25,0.0
187.05,83435.65,100536.82,-516356.53,971.49,17.204254150390625,0.0,166929.25,0.0
187.15,83488.98,100536.82,-516356.53,971.08,17.204803466796875,0.0,166929.25,0.0
187.27,83542.22,100536.82,-516356.53,970.67,17.205322265625,0.0,166929.25,0.0
187.39,83595.38,100536.82,-516356.53,970.26,17.205841064453125,0.0,166929.25,0.0
187.51,83648.45,100536.82,-516356.53,969.85,17.206390380859375,0.0,166929.25,0.0
187.63,83692.61,100536.82,-516356.53,969.51,17.20684814453125,0.0,166929.25,0.0
187.73,83745.52,100536.82,-516356.53,969.1,17.207427978515625,0.0,166929.25,0.0
187.85,83798.35,100536.82,-516356.53,968.69,17.20794677734375,0.0,166929.25,0.0
187.97,83842.31,100536.82,-516356.53,968.35,17.20843505859375,0.0,166929.25,0.0
188.07,83886.22,100536.82,-516356.53,968.01,17.208953857421875,0.0,166929.25,0.0
188.19,83947.58,100536.82,-516356.53,967.53,17.20947265625,0.0,166929.25,0.0
188.31,83991.34,100536.82,-516356.53,967.2,17.20989990234375,0.0,166929.25,0.0
188.41,84035.04,100536.82,-516356.53,966.86,17.2103271484375,0.0,166929.25,0.0
188.51,84087.4,100536.82,-516356.53,966.45,17.210845947265625,0.0,166929.25,0.0
188.63,84130.97,100536.82,-516356.53,966.11,17.21124267578125,0.0,166929.25,0.0
188.73,84183.18,100536.82,-516356.53,965.71,17.21173095703125,0.0,166929.25,0.0
188.85,84235.3,100536.82,-516356.53,965.3,17.21221923828125,0.0,166929.25,0.0
188.97,84287.34,100536.82,-516356.53,964.9,17.21270751953125,0.0,166929.25,0.0
189.09,84330.64,100536.82,-516356.53,964.57,17.213134765625,0.0,166929.25,0.0
189.19,84382.52,100536.82,-516356.53,964.16,17.213653564453125,0.0,166929.25,0.0
189.31,84425.69,100536.82,-516356.53,963.83,17.21405029296875,0.0,166929.25,0.0
189.41,84477.42,100536.82,-516356.53,963.43,17.214599609375,0.0,166929.25,0.0
189.53,84520.46,100536.82,-516356.53,963.09,17.21502685546875,0.0,166929.25,0.0
189.63,84572.03,100536.82,-516356.53,962.69,17.215576171875,0.0,166929.25,0.0
189.75,84614.94,100536.82,-516356.53,962.36,17.2159423828125,0.0,166929.25,0.0
189.85,84666.36,100536.82,-516356.53,961.96,17.21649169921875,0.0,166929.25,0.0
189.97,84717.69,100536.82,-516356.53,961.56,17.217010498046875,0.0,166929.25,0.0
190.09,84768.94,100536.82,-516356.53,961.16,17.217498779296875,0.0,166929.25,0.0
190.21,84811.58,100536.82,-516356.53,960.83,17.217926025390625,0.0,166929.25,0.0
190.31,84862.67,100536.82,-516356.53,960.43,17.218414306640625,0.0,166929.25,0.0
190.43,84905.18,100536.82,-516356.53,960.1,17.21881103515625,0.0,166929.25,0.0
190.53,84956.11,100536.82,-516356.53,959.71,17.21929931640625,0.0,166929.25,0.0
190.65,84998.49,100536.82,-516356.53,959.38,17.219818115234375,0.0,166929.25,0.0
190.77,85057.73,100536.82,-516356.53,958.91,17.220306396484375,0.0,166929.25,0.0
190.89,85108.41,100536.82,-516356.53,958.52,17.220794677734375,0.0,166929.25,0.0
191.01,85150.58,100536.82,-516356.53,958.19,17.22119140625,0.0,166929.25,0.0
191.11,85201.1,100536.82,-516356.53,957.8,17.221710205078125,0.0,166929.25,0.0
191.23,85243.14,100536.82,-516356.53,957.47,17.222198486328125,0.0,166929.25,0.0
191.35,85293.51,100536.82,-516356.53,957.08,17.2225341796875,0.0,166929.25,0.0
191.45,85335.42,100536.82,-516356.53,956.75,17.222991943359375,0.0,166929.25,0.0
191.55,85385.64,100536.82,-516356.53,956.36,17.223480224609375,0.0,166929.25,0.0
191.67,85427.42,100536.82,-516356.53,956.03,17.223907470703125,0.0,166929.25,0.0
191.77,85477.48,100536.82,-516356.53,955.64,17.224456787109375,0.0,166929.25,0.0
191.89,85519.13,100536.82,-516356.53,955.32,17.224884033203125,0.0,166929.25,0.0
191.99,85569.04,100536.82,-516356.53,954.93,17.225372314453125,0.0,166929.25,0.0
192.11,85610.56,100536.82,-516356.53,954.6,17.225738525390625,0.0,166929.25,0.0
192.21,85660.31,100536.82,-516356.53,954.21,17.226226806640625,0.0,166929.25,0.0
192.33,85709.97,100536.82,-516356.53,953.83,17.226715087890625,0.0,166929.25,0.0
192.45,85759.55,100536.82,-516356.53,953.44,17.2271728515625,0.0,166929.25,0.0
192.57,85809.05,100536.82,-516356.53,953.05,17.22760009765625,0.0,166929.25,0.0
192.69,85850.23,100536.82,-516356.53,952.73,17.22802734375,0.0,166929.25,0.0
192.79,85899.57,100536.82,-516356.53,952.34,17.22845458984375,0.0,166929.25,0.0
192.91,85948.83,100536.82,-516356.53,951.96,17.2288818359375,0.0,166929.25,0.0
193.03,85989.81,100536.82,-516356.53,951.64,17.229278564453125,0.0,166929.25,0.0
193.13,86038.91,100536.82,-516356.53,951.25,17.229705810546875,0.0,166929.25,0.0
193.25,86087.93,100536.82,-516356.53,950.87,17.230255126953125,0.0,166929.25,0.0
193.37,86128.71,100536.82,-516356.53,950.55,17.23065185546875,0.0,166929.25,0.0
193.47,86177.57,100536.82,-516356.53,950.17,17.23114013671875,0.0,166929.25,0.0
193.59,86218.23,100536.82,-516356.53,949.85,17.23150634765625,0.0,166929.25,0.0
193.69,86258.82,100536.82,-516356.53,949.53,17.231903076171875,0.0,166929.25,0.0
193.79,86307.46,100536.82,-516356.53,949.15,17.232330322265625,0.0,166929.25,0.0
193.91,86347.93,100536.82,-516356.53,948.83,17.232635498046875,0.0,166929.25,0.0
194.01,86396.41,100536.82,-516356.53,948.45,17.23309326171875,0.0,166929.25,0.0
194.13,86444.8,100536.82,-516356.53,948.07,17.2335205078125,0.0,166929.25,0.0
194.25,86493.12,100536.82,-516356.53,947.69,17.233978271484375,0.0,166929.25,0.0
194.37,86541.35,100536.82,-516356.53,947.32,17.234405517578125,0.0,166929.25,0.0
194.49,86589.49,100536.82,-516356.53,946.94,17.23486328125,0.0,166929.25,0.0
194.61,86629.55,100536.82,-516356.53,946.62,17.2352294921875,0.0,166929.25,0.0
194.71,86677.53,100536.82,-516356.53,946.25,17.235687255859375,0.0,166929.25,0.0
194.83,86725.44,100536.82,-516356.53,945.87,17.236053466796875,0.0,166929.25,0.0
194.95,86765.3,100536.82,-516356.53,945.56,17.236419677734375,0.0,166929.25,0.0
195.05,86813.05,100536.82,-516356.53,945.18,17.23681640625,0.0,166929.25,0.0
195.17,86852.77,100536.82,-516356.53,944.87,17.2371826171875,0.0,166929.25,0.0
195.29,86908.29,100536.82,-516356.53,944.43,17.237640380859375,0.0,166929.25,0.0
195.41,86947.88,100536.82,-516356.53,944.12,17.23797607421875,0.0,166929.25,0.0
195.51,86995.31,100536.82,-516356.53,943.75,17.2384033203125,0.0,166929.25,0.0
195.63,87042.65,100536.82,-516356.53,943.38,17.23883056640625,0.0,166929.25,0.0
195.75,87082.04,100536.82,-516356.53,943.07,17.2392578125,0.0,166929.25,0.0
195.87,87129.23,100536.82,-516356.53,942.7,17.23956298828125,0.0,166929.25,0.0
195.97,87176.33,100536.82,-516356.53,942.32,17.239959716796875,0.0,166929.25,0.0
196.09,87215.52,100536.82,-516356.53,942.02,17.240264892578125,0.0,166929.25,0.0
196.19,87262.47,100536.82,-516356.53,941.65,17.240692138671875,0.0,166929.25,0.0
196.31,87301.53,100536.82,-516356.53,941.34,17.240997314453125,0.0,166929.25,0.0
196.41,87348.32,100536.82,-516356.53,940.97,17.24139404296875,0.0,166929.25,0.0
196.53,87395.03,100536.82,-516356.53,940.6,17.2418212890625,0.0,166929.25,0.0
196.65,87441.66,100536.82,-516356.53,940.23,17.24224853515625,0.0,166929.25,0.0
196.77,87480.45,100536.82,-516356.53,939.93,17.24261474609375,0.0,166929.25,0.0
196.87,87519.18,100536.82,-516356.53,939.62,17.242950439453125,0.0,166929.25,0.0
196.97,87565.59,100536.82,-516356.53,939.26,17.24334716796875,0.0,166929.25,0.0
197.09,87604.19,100536.82,-516356.53,938.95,17.243743896484375,0.0,166929.25,0.0
197.19,87650.44,100536.82,-516356.53,938.59,17.244171142578125,0.0,166929.25,0.0
197.31,87688.91,100536.82,-516356.53,938.28,17.244537353515625,0.0,166929.25,0.0
197.41,87735.01,100536.82,-516356.53,937.92,17.244964599609375,0.0,166929.25,0.0
197.53,87773.35,100536.82,-516356.53,937.62,17.24530029296875,0.0,166929.25,0.0
197.63,87811.64,100536.82,-516356.53,937.31,17.24560546875,0.0,166929.25,0.0
197.73,87857.51,100536.82,-516356.53,936.95,17.24603271484375,0.0,166929.25,0.0
197.85,87895.67,100536.82,-516356.53,936.65,17.24639892578125,0.0,166929.25,0.0
197.95,87941.38,100536.82,-516356.53,936.29,17.24676513671875,0.0,166929.25,0.0
198.07,87979.41,100536.82,-516356.53,935.99,17.247100830078125,0.0,166929.25,0.0
198.17,88024.97,100536.82,-516356.53,935.63,17.247467041015625,0.0,166929.25,0.0
198.29,88070.45,100536.82,-516356.53,935.27,17.247833251953125,0.0,166929.25,0.0
198.41,88115.84,100536.82,-516356.53,934.91,17.248199462890625,0.0,166929.25,0.0
198.53,88153.61,100536.82,-516356.53,934.61,17.248565673828125,0.0,166929.25,0.0
198.63,88191.31,100536.82,-516356.53,934.31,17.248870849609375,0.0,166929.25,0.0
198.73,88236.48,100536.82,-516356.53,933.95,17.249237060546875,0.0,166929.25,0.0
198.85,88281.56,100536.82,-516356.53,933.6,17.249603271484375,0.0,166929.25,0.0
198.97,88319.07,100536.82,-516356.53,933.3,17.24993896484375,0.0,166929.25,0.0
199.07,88364.0,100536.82,-516356.53,932.94,17.250335693359375,0.0,166929.25,0.0
199.19,88408.84,100536.82,-516356.53,932.59,17.250762939453125,0.0,166929.25,0.0
199.31,88453.61,100536.82,-516356.53,932.23,17.251190185546875,0.0,166929.25,0.0
199.43,88498.28,100536.82,-516356.53,931.88,17.251617431640625,0.0,166929.25,0.0
199.55,88542.88,100536.82,-516356.53,931.52,17.25201416015625,0.0,166929.25,0.0
199.67,88579.97,100536.82,-516356.53,931.23,17.25225830078125,0.0,166929.25,0.0
199.77,88624.41,100536.82,-516356.53,930.88,17.252655029296875,0.0,166929.25,0.0
199.89,88668.77,100536.82,-516356.53,930.52,17.25299072265625,0.0,166929.25,0.0
200.01,88705.67,100536.82,-516356.53,930.23,17.253326416015625,0.0,166929.25,0.0
200.11,88749.87,100536.82,-516356.53,929.88,17.253662109375,0.0,166929.25,0.0
200.23,88793.99,100536.82,-516356.53,929.53,17.25396728515625,0.0,166929.25,0.0
200.35,88830.69,100536.82,-516356.53,929.24,17.254241943359375,0.0,166929.25,0.0
200.45,88867.33,100536.82,-516356.53,928.95,17.254486083984375,0.0,166929.25,0.0
200.55,88911.23,100536.82,-516356.53,928.6,17.25482177734375,0.0,166929.25,0.0
200.67,88947.74,100536.82,-516356.53,928.31,17.255096435546875,0.0,166929.25,0.0
200.77,88991.48,100536.82,-516356.53,927.96,17.255401611328125,0.0,166929.25,0.0
200.89,89035.14,100536.82,-516356.53,927.61,17.2557373046875,0.0,166929.25,0.0
201.01,89071.45,100536.82,-516356.53,927.32,17.25604248046875,0.0,166929.25,0.0
201.11,89114.96,100536.82,-516356.53,926.98,17.25640869140625,0.0,166929.25,0.0
201.23,89158.38,100536.82,-516356.53,926.63,17.256805419921875,0.0,166929.25,0.0
201.35,89194.49,100536.82,-516356.53,926.34,17.257110595703125,0.0,166929.25,0.0
201.45,89237.76,100536.82,-516356.53,926.0,17.2574462890625,0.0,166929.25,0.0
201.57,89280.94,100536.82,-516356.53,925.66,17.2578125,0.0,166929.25,0.0
201.69,89324.04,100536.82,-516356.53,925.31,17.258148193359375,0.0,166929.25,0.0
201.81,89367.05,100536.82,-516356.53,924.97,17.258544921875,0.0,166929.25,0.0
201.93,89402.83,100536.82,-516356.53,924.68,17.258819580078125,0.0,166929.25,0.0
202.03,89445.69,100536.82,-516356.53,924.34,17.259185791015625,0.0,166929.25,0.0
202.15,89488.47,100536.82,-516356.53,924.0,17.259521484375,0.0,166929.25,0.0
202.27,89524.05,100536.82,-516356.53,923.72,17.259765625,0.0,166929.25,0.0
202.37,89566.67,100536.82,-516356.53,923.38,17.260101318359375,0.0,166929.25,0.0
202.49,89602.13,100536.82,-516356.53,923.09,17.2603759765625,0.0,166929.25,0.0
202.59,89644.6,100536.82,-516356.53,922.76,17.260711669921875,0.0,166929.25,0.0
202.71,89679.93,100536.82,-516356.53,922.47,17.260955810546875,0.0,166929.25,0.0
202.81,89722.24,100536.82,-516356.53,922.14,17.26129150390625,0.0,166929.25,0.0
202.93,89757.44,100536.82,-516356.53,921.85,17.261566162109375,0.0,166929.25,0.0
203.03,89799.6,100536.82,-516356.53,921.52,17.261871337890625,0.0,166929.25,0.0
203.15,89841.68,100536.82,-516356.53,921.18,17.262237548828125,0.0,166929.25,0.0
203.27,89876.68,100536.82,-516356.53,920.9,17.26251220703125,0.0,166929.25,0.0
203.37,89918.61,100536.82,-516356.53,920.57,17.262847900390625,0.0,166929.25,0.0
